0.582019235,0.246859165,1.617421648,2.135969227,13.71269982,1.852929988,1.412902542,0.629946065,34.36515489,9.682033629,1.397189465,10.37673813,7.407374504,3.836950076
0.49823242,0.52263491,1.653159423,3.000391628,24.50139097,4.848127608,1.661055361,1.498919006,27.31899252,2.249786328,0.314105593,3.272226688,5.386157651,3.989182318
0.52396369,0.502682815,0.47461786,0.63658278,13.70523644,1.73397159,0.637381316,0.547275158,16.63082494,1.663796868,0.599740041,1.20396452,1.489024408,1.114491535
0.559850923,0.347729127,1.707905948,0.395881689,26.57827122,1.358196778,1.02088288,1.882306479,34.28375199,4.073353234,0.288337657,1.565593784,14.8368565,0.606344797
1.789278836,0.477263115,0.665725506,0.981554056,533.1579995,0.930632324,0.781656781,1.326875756,12.52174266,2.745327624,0.466328058,0.688482736,2.739585807,0.881361891
0.801983859,0.507480303,7.10388417,2.162286418,52.37884613,7.870038743,0.74546184,2.093447509,19.75588963,99.4187644,3.851943311,24.26614707,6.99333542,9.144552476
1.95607611,1.431475288,7.042406323,0.636377751,35.81009491,5.022068134,3.80487218,2.032712538,89.18575457,6.160762132,0.514363954,3.590370591,68.42857853,2.316628094
3.084296213,2.962213539,2.840922358,0.879143457,12.58819527,1.900522745,1.719112809,1.002352502,17.02252781,4.788471689,2.126930509,1.981668345,9.874653173,1.584048168
0.90095155,0.855010815,1.91494677,0.948595517,21.26797994,1.61314543,1.504138822,2.147032714,8.738598286,4.504540001,0.725656583,1.72597887,5.224943127,1.395751215
0.419743186,0.980987172,2.351512972,0.9746665,52.94604115,2.210527287,0.987513766,0.838607654,43.06972966,8.605509671,0.616788167,2.169989851,26.53563882,1.459996522
0.466506529,0.642222673,0.740286457,0.575204584,43.99905844,0.840177552,0.867620135,0.818784857,24.98583788,1.242326025,0.590518984,0.736244291,5.693707522,0.700146345
1.190063151,1.341278773,1.454963199,1.254403058,43.73768304,2.041020849,1.491294638,2.915807431,51.07215723,2.207025096,0.963586695,1.914453434,2.226478871,1.551789366
0.748519318,0.533033637,1.413395421,0.870790949,14.85073199,1.392900215,0.664184876,1.507827368,21.24899435,1.459685366,0.432947852,0.79006021,1.301258284,0.526200688
1.597451001,1.606825308,2.844550128,2.061051181,67.25135114,3.584856012,3.017994327,2.909225436,42.78109096,4.054928267,0.606190828,0.821974515,6.294737443,1.464929955
