1.701668596596304269e+03,2.059785022047705297e+03,2.230020321846376191e+03,2.355903325703370683e+03,2.459204267163778695e+03,2.548515145362201565e+03,2.628213148942216776e+03,2.700862943787479708e+03,2.768109338861425840e+03,2.831076712199211670e+03,2.890571236481893720e+03,2.947192812723641055e+03,3.001401373134076948e+03,3.053558312755032603e+03,3.103953526934356887e+03,3.152823700931513486e+03,3.200365062517503702e+03,3.246742507296365147e+03,3.292096276713069528e+03,3.336546942112811848e+03,3.380199189769086843e+03,3.423144740267070574e+03,3.465464631863387240e+03,3.507231029143230444e+03,3.548508672350311372e+03,3.589356051247261803e+03,3.629826365357291706e+03,3.669968316823554687e+03,3.709826770880300046e+03,3.749443310726512664e+03,3.788856707532780547e+03,3.828103321785164098e+03,3.867217448752768632e+03,3.906231618262152097e+03,3.945176856960857094e+03,3.984082919702678737e+03,4.022978495479130288e+03,4.061891392373795952e+03,4.100848705269675520e+03,4.139876969449283933e+03,4.179002302760052771e+03,4.218250538647935173e+03,4.257647352071110618e+03,4.297218380078675182e+03,4.336989338664994648e+03,4.376986137381056324e+03,4.417234993092930381e+03,4.457762544220560812e+03,4.498595966763874458e+03,4.539763093426365231e+03,4.581292537177710983e+03,4.623213820657405449e+03,4.665557512911607773e+03,4.708355375078356701e+03,4.751640516795006988e+03,4.795447565301390568e+03,4.839812849458867277e+03,4.884774601207436717e+03,4.930373177350689730e+03,4.976651305005001632e+03,5.023654354591263655e+03,5.071430644906351517e+03,5.120031785613722604e+03,5.169513063472629256e+03,5.219933879827279270e+03,5.271358248357056254e+03,5.323855363920495620e+03,5.377500255603860751e+03,5.432374539936010478e+03,5.488567293820370651e+03,5.546176071283943202e+03,5.605308093950245166e+03,5.666081652612771904e+03,5.728627766972124846e+03,5.793092163272813195e+03,5.859637646310120545e+03,5.928446964600328101e+03,5.999726297608704044e+03,6.073709534998448362e+03,6.150663574610638534e+03,6.230894945383779486e+03,6.314758174478643014e+03,6.402666481321642095e+03,6.495105621888394126e+03,6.592652067891834122e+03,6.695997260378227111e+03,6.805980550590307757e+03,6.923634854624998297e+03,7.050251410368015968e+03,7.187474117472152102e+03,7.337441335829400487e+03,7.503007055496325847e+03,7.688101611243681873e+03,7.898353216701267229e+03,8.142235980783563718e+03,8.433392636416198002e+03,8.795963300067956880e+03,9.279334287175204736e+03,1.001465536667439301e+04,1.178147113053867361e+04
1.070159378590007293e+02,1.260957903386152736e+02,1.349427620404653965e+02,1.414193640190452470e+02,1.466958419705514132e+02,1.512314115266494525e+02,1.552590825197014510e+02,1.589149472266135774e+02,1.622860543804179372e+02,1.654317713834274741e+02,1.683945748994240432e+02,1.712060117045511447e+02,1.738902233759700380e+02,1.764661453705032272e+02,1.789489400619109176e+02,1.813509648593318389e+02,1.836824464183797261e+02,1.859519625338680839e+02,1.881667944124849328e+02,1.903331893141769910e+02,1.924565598068371912e+02,1.945416372968879273e+02,1.965925919903135082e+02,1.986131278162401372e+02,2.006065584102765911e+02,2.025758685857717012e+02,2.045237645565802609e+02,2.064527153491818865e+02,2.083649872478283953e+02,2.102626726830781934e+02,2.121477146541506897e+02,2.140219275366383727e+02,2.158870149468619672e+02,2.177445851968420243e+02,2.195961647683595004e+02,2.214432101528467456e+02,2.232871183401229302e+02,2.251292361889496760e+02,2.269708688729277810e+02,2.288132875639927306e+02,2.306577364909528569e+02,2.325054394907965616e+02,2.343576061548704956e+02,2.362154376597099485e+02,2.380801323627165971e+02,2.399528912355548016e+02,2.418349232027628091e+02,2.437274504493845484e+02,2.456317137592541826e+02,2.475489779447891010e+02,2.494805374297190212e+02,2.514277220480624919e+02,2.533919031259271719e+02,2.553744999174002999e+02,2.573769864720833311e+02,2.594008990198632318e+02,2.614478439685896660e+02,2.635195066227551024e+02,2.656176607464863082e+02,2.677441791127084798e+02,2.699010452029075395e+02,2.720903662493938668e+02,2.743143878454628748e+02,2.765755103897861318e+02,2.788763076815823752e+02,2.812195480449514662e+02,2.836082184372700681e+02,2.860455520917035983e+02,2.885350603629144643e+02,2.910805695948353105e+02,2.936862640191365017e+02,2.963567359351125106e+02,2.990970447329470971e+02,3.019127867256809168e+02,3.048101782825660848e+02,3.077961554524136432e+02,3.108784941932003107e+02,3.140659565741792107e+02,3.173684700208637537e+02,3.207973490260472431e+02,3.243655720434061891e+02,3.280881309597954214e+02,3.319824773015220671e+02,3.360690992705716553e+02,3.403722786207548552e+02,3.449210992602673969e+02,3.497508154368399573e+02,3.549047455167707312e+02,3.604369544145732220e+02,3.664161556474412009e+02,3.729315669824644601e+02,3.801020279431341464e+02,3.880908416813532540e+02,3.971312947136453886e+02,4.075736822451502803e+02,4.199801943188236919e+02,4.353419032460897142e+02,4.556769354209305902e+02,4.863099230099107331e+02,5.584197893540633686e+02
6.116825819176353463e+01,7.878951920769128492e+01,8.766099156616321864e+01,9.437798490678866870e+01,9.998463161410990097e+01,1.048984484066100720e+02,1.093340957581416859e+02,1.134182609418986800e+02,1.172326908684401729e+02,1.208335690063383936e+02,1.242613772773790259e+02,1.275463793476487950e+02,1.307118814957009079e+02,1.337762775167626899e+02,1.367543874913243656e+02,1.396583660877950592e+02,1.424983376361614944e+02,1.452828517508078221e+02,1.480192175929849157e+02,1.507137539495132899e+02,1.533719796047676027e+02,1.559987605286393375e+02,1.585984252831133006e+02,1.611748566736029034e+02,1.637315653958043811e+02,1.662717498653418602e+02,1.687983453241021721e+02,1.713140645402542077e+02,1.738214318588340745e+02,1.763228119505795064e+02,1.788204343041078914e+02,1.813164142802936851e+02,1.838127713768367926e+02,1.863114452207952070e+02,1.888143097068023621e+02,1.913231856212713922e+02,1.938398520326279311e+02,1.963660566804923349e+02,1.989035255597827927e+02,2.014539718667108730e+02,2.040191044509385847e+02,2.066006359005086495e+02,2.092002903726010459e+02,2.118198112730107709e+02,2.144609688799513378e+02,2.171255680029749158e+02,2.198154557652073890e+02,2.225325295965247676e+02,2.252787455266691552e+02,2.280561268705807834e+02,2.308667734034560226e+02,2.337128711303372768e+02,2.365967027645917540e+02,2.395206590416855192e+02,2.424872510095789551e+02,2.454991234552910271e+02,2.485590696493012786e+02,2.516700476161962285e+02,2.548351981722621531e+02,2.580578650097179434e+02,2.613416171544635631e+02,2.646902741814149636e+02,2.681079346410764970e+02,2.715990082359538178e+02,2.751682523895676695e+02,2.788208139791530584e+02,2.825622771620137428e+02,2.863987184233482139e+02,2.903367702211554615e+02,2.943836949161875509e+02,2.985474710713048694e+02,3.028368947112887781e+02,3.072616987868671004e+02,3.118326949344440777e+02,3.165619427338064042e+02,3.214629531353441507e+02,3.265509346915429774e+02,3.318430938795710290e+02,3.373590044267889994e+02,3.431210655695505807e+02,3.491550762203210638e+02,3.554909620574547375e+02,3.621637070974495600e+02,3.692145627703738455e+02,3.766926398256948687e+02,3.846570381265556762e+02,3.931797478772818408e+02,4.023496832277166959e+02,4.122784226883472911e+02,4.231086018535822291e+02,4.350265767197481637e+02,4.482822577618409241e+02,4.632216059698050117e+02,4.803429089905436058e+02,5.004013183357189973e+02,5.246217351732939278e+02,5.551909810539622185e+02,5.966331319426851678e+02,6.611504554330958854e+02,8.239306345055360907e+02
3.265424929003387433e+01,4.185024430370285131e+01,4.645854661944666475e+01,4.994095992144168150e+01,5.284366707144947384e+01,5.538484071825833155e+01,5.767656899333000098e+01,5.978496505131910510e+01,6.175266840275007496e+01,6.360897175009369420e+01,6.537497288770636317e+01,6.706643816842608885e+01,6.869550484549120029e+01,7.027174831650326325e+01,7.180288065280412013e+01,7.329522441244169784e+01,7.475404385090580206e+01,7.618378249283237835e+01,7.758823738857121555e+01,7.897068945855619404e+01,8.033400269811068029e+01,8.168070086313932165e+01,8.301302758490699318e+01,8.433299410011967723e+01,8.564241759530199261e+01,8.694295234879749046e+01,8.823611528337771404e+01,8.952330713723046074e+01,9.080583016898727067e+01,9.208490309906272842e+01,9.336167383179595447e+01,9.463723038492481976e+01,9.591261036383281180e+01,9.718880925011544036e+01,9.846678772184249340e+01,9.974747818252019727e+01,1.010317906443259233e+02,1.023206180866026074e+02,1.036148413913091133e+02,1.049153339419744384e+02,1.062229659608256043e+02,1.075386086495079496e+02,1.088631381916902541e+02,1.101974396704853234e+02,1.115424109497364924e+02,1.128989665656207819e+02,1.142680416735593241e+02,1.156505960950042464e+02,1.170476185092406780e+02,1.184601308368810066e+02,1.198891928642599964e+02,1.213359071615111731e+02,1.228014243518102546e+02,1.242869487952361709e+02,1.257937447580975174e+02,1.273231431476303328e+02,1.288765489029708533e+02,1.304554491466216746e+02,1.320614222167092748e+02,1.336961477197590114e+02,1.353614177672207290e+02,1.370591495874840007e+02,1.387913997397969297e+02,1.405603801988407042e+02,1.423684766306228084e+02,1.442182692442974599e+02,1.461125566837007455e+02,1.480543835209644783e+02,1.500470720380324394e+02,1.520942591375083737e+02,1.541999394217162944e+02,1.563685157312199010e+02,1.586048587590917407e+02,1.609143777793460686e+02,1.633031050809705107e+02,1.657777974303981239e+02,1.683460588624215859e+02,1.710164904193650557e+02,1.737988742620729852e+02,1.767044020730032798e+02,1.797459611758652329e+02,1.829384967891261624e+02,1.862994760633586395e+02,1.898494902216671676e+02,1.936130471804499962e+02,1.976196317413887868e+02,2.019051494408704741e+02,2.065139334251421133e+02,2.115015997392925158e+02,2.169392206406895127e+02,2.229196194743088313e+02,2.295672266904271623e+02,2.370542217810950376e+02,2.456284759458922906e+02,2.556654333302199120e+02,2.677737081661837806e+02,2.830390594227203565e+02,3.037056193578185912e+02,3.358184458498703862e+02,4.165147241436721970e+02
2.345645269053867139e+02,2.765745899421470995e+02,2.960662197130773166e+02,3.103390885437734710e+02,3.219693024293371764e+02,3.319678981399854933e+02,3.408479367421036841e+02,3.489091021480977588e+02,3.563430942555941101e+02,3.632806605130344906e+02,3.698153541475389261e+02,3.760166591571178856e+02,3.819377515480869079e+02,3.876203418209187817e+02,3.930978307078094645e+02,3.983974411687198085e+02,4.035417031890150383e+02,4.085495150702205933e+02,4.134369192750045841e+02,4.182176808836100008e+02,4.229037264550769351e+02,4.275054821890570906e+02,4.320321381550410820e+02,4.364918573788402796e+02,4.408919432142017740e+02,4.452389747518650438e+02,4.495389174537463077e+02,4.537972143814180868e+02,4.580188620795258885e+02,4.622084742204704071e+02,4.663703354120976883e+02,4.705084470440032192e+02,4.746265666510570327e+02,4.787282419703564642e+02,4.828168406354307081e+02,4.868955762715421542e+02,4.909675316155459655e+02,4.950356791735946445e+02,4.991028998430577417e+02,5.031719998561915759e+02,5.072457263484483292e+02,5.113267818108981828e+02,5.154178376518365212e+02,5.195215470655375611e+02,5.236405573850123574e+02,5.277775220795368796e+02,5.319351125458882734e+02,5.361160298341543466e+02,5.403230164442121577e+02,5.445588683273255128e+02,5.488264472286130058e+02,5.531286935103602218e+02,5.574686396034073823e+02,5.618494242442681070e+02,5.662743076695828677e+02,5.707466879573408960e+02,5.752701187266418401e+02,5.798483284353142153e+02,5.844852415484185713e+02,5.891850018917687066e+02,5.939519985546047565e+02,5.987908947664286643e+02,6.037066602472085606e+02,6.087046076208680461e+02,6.137904335932109916e+02,6.189702657324356778e+02,6.242507158598949673e+02,6.296389412695807550e+02,6.351427152585057456e+02,6.407705087820081644e+02,6.465315854684281476e+02,6.524361127639757569e+02,6.584952926681742156e+02,6.647215164139694252e+02,6.711285486150341058e+02,6.777317479447449386e+02,6.845483334667503641e+02,6.915977085067142980e+02,6.989018577308252134e+02,7.064858383101258141e+02,7.143783933475123149e+02,7.226127261139390612e+02,7.312274886186849017e+02,7.402680600676158065e+02,7.497882238143960194e+02,7.598524021077384987e+02,7.705386876547667043e+02,7.819430399092104835e+02,7.941852290808319594e+02,8.074174830404147087e+02,8.218374638842281001e+02,8.377084739113465730e+02,8.553923493612325046e+02,8.754060222792285231e+02,8.985257535098483004e+02,9.259974649795607320e+02,9.600177704605928284e+02,1.005060172599912221e+03,1.072929507799721023e+03,1.232776233453119403e+03
1.050604834145672584e+02,1.319682815326372918e+02,1.452043937477282611e+02,1.551300761243393822e+02,1.633577497720977760e+02,1.705287873172948423e+02,1.769717300569059546e+02,1.828799106437824094e+02,1.883777728388035086e+02,1.935506585984669528e+02,1.984599363824226543e+02,2.031513974329041901e+02,2.076602410525748326e+02,2.120141964554565561e+02,2.162355639610842957e+02,2.203425982211334713e+02,2.243504742819188778e+02,2.282719799424721145e+02,2.321180231831531557e+02,2.358980114249130509e+02,2.396201399569102648e+02,2.432916147154143118e+02,2.469188267794296507e+02,2.505074907970173967e+02,2.540627560872107154e+02,2.575892967803000033e+02,2.610913856944264921e+02,2.645729554641351911e+02,2.680376495846113585e+02,2.714888654132228680e+02,2.749297907101347960e+02,2.783634349560654186e+02,2.817926564257018640e+02,2.852201857975040866e+02,2.886486469286256238e+02,2.920805753059999574e+02,2.955184345929659457e+02,2.989646316190102198e+02,3.024215301037746144e+02,3.058914633620261725e+02,3.093767462013109366e+02,3.128796861965710718e+02,3.164025945046894321e+02,3.199477963656062798e+02,3.235176414245648857e+02,3.271145140015110542e+02,3.307408434283217957e+02,3.343991145720212899e+02,3.380918786622892753e+02,3.418217645442970820e+02,3.455914904832187631e+02,3.494038766547625414e+02,3.532618584669489792e+02,3.571685008724164163e+02,3.611270138481611980e+02,3.651407692413727659e+02,3.692133192065660410e+02,3.733484164914544863e+02,3.775500368680279735e+02,3.818224040525226428e+02,3.861700175151621579e+02,3.905976836499317528e+02,3.951105508590893010e+02,3.997141492102142024e+02,4.044144354500057261e+02,4.092178443147295184e+02,4.141313472699497993e+02,4.191625200520479666e+02,4.243196206843575737e+02,4.296116800191097127e+02,4.350486073362856132e+02,4.406413141435935472e+02,4.464018601110697659e+02,4.523436260983208399e+02,4.584815205739453177e+02,4.648322274999373462e+02,4.714145061216464114e+02,4.782495563000480843e+02,4.853614673885440993e+02,4.927777746953349265e+02,5.005301560423376372e+02,5.086553129917288629e+02,5.171960987689114972e+02,5.262029806443231337e+02,5.357359632372185843e+02,5.458671587169018267e+02,5.566842836993641868e+02,5.682955147542737677e+02,5.808363890390207871e+02,5.944798785196379640e+02,6.094515664242852608e+02,6.260533768842904010e+02,6.447023806754348243e+02,6.659978592391591974e+02,6.908455914587165125e+02,7.207102838207773630e+02,7.581973246148926364e+02,8.086720761455269439e+02,8.865139352475873693e+02,1.079024382260732182e+03
9.507410178175945248e+01,1.172755672635812516e+02,1.280149906605719821e+02,1.360131019134621795e+02,1.426101287209397412e+02,1.483371357920893274e+02,1.534654319826433380e+02,1.581543334037913837e+02,1.625062052456311790e+02,1.665911379227777616e+02,1.704594604316232278e+02,1.741486761738540849e+02,1.776875763199095957e+02,1.810988129836498217e+02,1.844005800849600121e+02,1.876077514087808424e+02,1.907326747980455082e+02,1.937857409028298150e+02,1.967757997125871441e+02,1.997104716581705190e+02,2.025963840407215741e+02,2.054393535193016191e+02,2.082445289450904795e+02,2.110165045859241957e+02,2.137594109284156616e+02,2.164769882843515063e+02,2.191726470584809476e+02,2.218495175626247544e+02,2.245104915607604426e+02,2.271582572185675417e+02,2.297953287531816500e+02,2.324240717966395096e+02,2.350467252733973851e+02,2.376654204299061348e+02,2.402821975294309027e+02,2.428990206286567002e+02,2.455177907772998651e+02,2.481403579229028651e+02,2.507685317565270111e+02,2.534040916983838372e+02,2.560487961934961163e+02,2.587043914646660596e+02,2.613726198521744095e+02,2.640552278558317880e+02,2.667539739845685745e+02,2.694706365111804303e+02,2.722070212247608083e+02,2.749649692704929862e+02,2.777463651656570960e+02,2.805531450818630788e+02,2.833873054865983363e+02,2.862509122422562768e+02,2.891461102679837154e+02,2.920751338791639569e+02,2.950403179313863120e+02,2.980441099107347327e+02,3.010890831306074915e+02,3.041779512176793219e+02,3.073135840968101888e+02,3.104990257176513637e+02,3.137375138056523269e+02,3.170325019686731025e+02,3.203876845494564805e+02,3.238070246863188686e+02,3.272947861328354406e+02,3.308555694961735298e+02,3.344943536884952664e+02,3.382165435535273446e+02,3.420280248402784196e+02,3.459352279602080102e+02,3.499452022992968523e+02,3.540657032844575269e+02,3.583052949544813259e+02,3.626734715002766620e+02,3.671808021743971722e+02,3.718391052054949455e+02,3.766616580024077052e+02,3.816634531574722473e+02,3.868615127958486823e+02,3.922752780166964612e+02,3.979270960581251870e+02,4.038428361937936870e+02,4.100526774860574619e+02,4.165921293698792738e+02,4.235033728666459183e+02,4.308370514472163677e+02,4.386547054980675284e+02,4.470321495389796382e+02,4.560642672551958867e+02,4.658720044814526773e+02,4.766128920986523099e+02,4.884974794932805935e+02,5.018161729707634322e+02,5.169855496976971381e+02,5.346340475643086165e+02,5.557756743187107986e+02,5.822094437716742732e+02,6.176280927346952012e+02,6.718836002773293785e+02,8.041664162344887927e+02
6.184334116025022254e+00,1.021698577717929624e+01,1.276972976506824153e+01,1.490688919559278958e+01,1.682528190147755964e+01,1.860750269142642921e+01,2.029749424664823820e+01,2.192192901518584591e+01,2.349845673441193838e+01,2.503950346649005709e+01,2.655424152326193976e+01,2.804970230896491046e+01,2.953144740637802101e+01,3.100399472523301014e+01,3.247110073880975278e+01,3.393595407939523056e+01,3.540131235272950505e+01,3.686960135681109563e+01,3.834298869499050966e+01,3.982343952011677857e+01,4.131275954338784118e+01,4.281262879922497433e+01,4.432462859329386617e+01,4.585026335472119996e+01,4.739097863512824205e+01,4.894817616677780592e+01,5.052322666019839659e+01,5.211748085634451400e+01,5.373227922896543873e+01,5.536896064563038777e+01,5.702887023151097168e+01,5.871336663218582430e+01,6.042382883598471466e+01,6.216166268962098940e+01,6.392830722086046080e+01,6.572524086716239822e+01,6.755398769845903928e+01,6.941612371469592802e+01,7.131328329384000142e+01,7.324716586335692625e+01,7.521954286737242512e+01,7.723226510267465983e+01,7.928727049927586279e+01,8.138659242539617367e+01,8.353236860247780271e+01,8.572685072326396494e+01,8.797241487521891656e+01,9.027157288281466663e+01,9.262698469572475801e+01,9.504147196607614489e+01,9.751803297703021656e+01,1.000598591076086734e+02,1.026703530454871895e+02,1.053531489912321462e+02,1.081121351351254276e+02,1.109514787325007177e+02,1.138756541568903344e+02,1.168894743740900424e+02,1.199981263567899674e+02,1.232072110515759817e+02,1.265227886214902497e+02,1.299514298225490165e+02,1.335002745374700339e+02,1.371770986918255915e+02,1.409903910265055060e+02,1.449494415081747718e+02,1.490644435425463143e+02,1.533466126350306240e+02,1.578083247478010378e+02,1.624632783690317410e+02,1.673266852894284114e+02,1.724154963415408872e+02,1.777486699922915534e+02,1.833474938180401637e+02,1.892359717151044549e+02,1.954412934624502043e+02,2.019944083227585168e+02,2.089307312730545334e+02,2.162910199753423228e+02,2.241224738936459460e+02,2.324801258003630551e+02,2.414286230167955125e+02,2.510445353930251429e+02,2.614193861609273313e+02,2.726636917799696676e+02,2.849124370080521089e+02,2.983326352387875318e+02,3.131339920826371213e+02,3.295843151213273359e+02,3.480324147216201709e+02,3.689432698487377138e+02,3.929541637201900812e+02,4.209685849602018379e+02,4.543226149299400163e+02,4.951020498355035215e+02,5.468074774927931685e+02,6.159461510559564204e+02,7.166763920392579621e+02,8.899574485177657834e+02,1.433577099986035137e+03
5.803486631893606251e+00,1.017888023149976462e+01,1.310431609856445334e+01,1.561679783626774309e+01,1.791428910304268740e+01,2.008070050805921625e+01,2.216101612289334355e+01,2.418273507584803994e+01,2.616418959595576865e+01,2.811839299535765591e+01,3.005504183713217259e+01,3.198165027230863799e+01,3.390423584805330393e+01,3.582775605703958632e+01,3.775639816082065181e+01,3.969377850081086478e+01,4.164308376108553489e+01,4.360717376508755905e+01,4.558865806317023583e+01,4.758995423180805062e+01,4.961333314806982031e+01,5.166095482464282895e+01,5.373489730220428129e+01,5.583718037324684502e+01,5.796978542157498282e+01,6.013467232342598123e+01,6.233379411876557441e+01,6.456910999229172887e+01,6.684259698186912146e+01,6.915626074343737173e+01,7.151214563638579591e+01,7.391234434545457077e+01,7.635900721988936368e+01,7.885435148467054489e+01,8.140067045992098826e+01,8.400034291146758392e+01,8.665584264685759308e+01,8.936974846610965528e+01,9.214475457454507534e+01,9.498368156583201483e+01,9.788948808664413548e+01,1.008652832999793247e+02,1.039143402721828693e+02,1.070401104191475667e+02,1.102462391601807639e+02,1.135365829438696608e+02,1.169152278292800560e+02,1.203865098284124571e+02,1.239550372425584612e+02,1.276257152567213495e+02,1.314037730934163335e+02,1.352947940709733246e+02,1.393047489631702831e+02,1.434400331181765580e+02,1.477075078672681627e+02,1.521145468399261915e+02,1.566690879046436180e+02,1.613796915776279661e+02,1.662556068890957874e+02,1.713068458746290048e+02,1.765442680741977313e+02,1.819796766829263106e+02,1.876259283169342780e+02,1.934970587492687457e+02,1.996084274539452110e+02,2.059768843949177608e+02,2.126209632433895820e+02,2.195611061432800852e+02,2.268199263266166668e+02,2.344225163824638969e+02,2.423968119049236805e+02,2.507740227237792965e+02,2.595891471421027177e+02,2.688815888270568735e+02,2.786959015850463288e+02,2.890826947127267204e+02,3.000997416857879898e+02,3.118133486949340067e+02,3.243000585351239806e+02,3.376487919516872580e+02,3.519635663222882727e+02,3.673669860463273267e+02,3.840047789723919323e+02,4.020517727400887225e+02,4.217198873823872987e+02,4.432690055290146915e+02,4.670220382696312527e+02,4.933862581469771271e+02,5.228842551038054580e+02,5.562001446421787705e+02,5.942508609479641564e+02,6.383005476379057654e+02,6.901529771237835575e+02,7.524946124137640027e+02,8.295529783875251724e+02,9.284883238045684948e+02,1.062755612201916392e+03,1.262026897060431565e+03,1.613763175710685573e+03,2.783208311946454160e+03
3.110598323488911632e+01,3.802330481875370793e+01,4.134147085671455102e+01,4.380420378052274799e+01,4.583052070256088228e+01,4.758613846079015985e+01,4.915560437881641320e+01,5.058851309359693715e+01,5.191670213245555487e+01,5.316195384329044060e+01,5.433989806462481198e+01,5.546217384094184411e+01,5.653771070415182720e+01,5.757352978001514998e+01,5.857526684328724542e+01,5.954752630766263621e+01,6.049412815708876678e+01,6.141828471438186199e+01,6.232273005333753702e+01,6.320981662077554120e+01,6.408158864122052023e+01,6.493983875473486478e+01,6.578615233212605062e+01,6.662194259076862579e+01,6.744847874540919008e+01,6.826690881840197278e+01,6.907827830785325318e+01,6.988354560984147668e+01,7.068359487317167122e+01,7.147924680622938354e+01,7.227126783810410871e+01,7.306037794843888378e+01,7.384725741424861667e+01,7.463255267149435213e+01,7.541688145042540725e+01,7.620083731367155622e+01,7.698499370265933806e+01,7.776990757957084099e+01,7.855612273760903008e+01,7.934417284091794897e+01,8.013458424647920708e+01,8.092787865318091178e+01,8.172457561766132983e+01,8.252519497218443689e+01,8.333025917649648306e+01,8.414029563318038640e+01,8.495583899435445119e+01,8.577743348656039757e+01,8.660563528030992586e+01,8.744101493096312083e+01,8.828415991839847266e+01,8.913567731430320862e+01,8.999619660790420994e+01,9.086637272361868156e+01,9.174688926751299789e+01,9.263846204371563431e+01,9.354184288717560491e+01,9.445782386556007282e+01,9.538724191087028714e+01,9.633098395079422005e+01,9.728999262127145187e+01,9.826527265565719915e+01,9.925789806281255778e+01,1.002690202271403876e+02,1.012998770889543891e+02,1.023518035948121963e+02,1.034262436461086878e+02,1.045247638223306126e+02,1.056490692155761906e+02,1.068010217887505888e+02,1.079826617659491035e+02,1.091962326862418990e+02,1.104442109099353502e+02,1.117293405711581755e+02,1.130546752385703257e+02,1.144236278999260747e+02,1.158400313584589441e+02,1.173082117660315902e+02,1.188330788872846142e+02,1.204202378905373365e+02,1.220761291449423851e+02,1.238082048986785679e+02,1.256251551770013748e+02,1.275372003401038938e+02,1.295564754043695359e+02,1.316975430025842684e+02,1.339780903961589900e+02,1.364198959712493320e+02,1.390502008290648632e+02,1.419037080614128854e+02,1.450255895576814851e+02,1.484761788802654792e+02,1.523386304400267477e+02,1.567321270244687526e+02,1.618362963756786428e+02,1.679406617681622720e+02,1.755582254686283648e+02,1.857403081576820512e+02,2.012854955611414596e+02,2.389208677103583227e+02
