USA only,19.88306264,19.88306264
China only,27.99883509,8.11577245
India only,39.9890737,11.99023861
Europe only,52.42741387,12.43834017
Russia only,63.67987798,11.25246411
Japan only,65.94250771,2.262629729
ROW only,89.8128944,23.87038669
all countries,89.8128944,89.8128944
