2.775430528705517190e+03,3.765911675699814168e+03,4.566828495402551198e+03,5.542484459813458670e+03,7.678668570266233473e+03
1.623842108107544675e+02,2.110015805982344261e+02,2.487647023607193262e+02,2.934508000431477512e+02,3.869432743693754446e+02
1.183460640307012000e+02,1.775182978837380290e+02,2.300357398945692751e+02,2.985393557622422236e+02,4.658546023815503645e+02
6.229796022980319492e+01,9.268967123391389862e+01,1.194604923083578996e+02,1.541850892184037036e+02,2.382306270290029602e+02
3.565746808150289553e+02,4.638425854376059760e+02,5.472472945154281661e+02,6.460148141786743281e+02,8.528931472996949879e+02
1.895766133192328482e+02,2.730506165537243533e+02,3.443960133043316887e+02,4.349001154646662144e+02,6.462326256592559730e+02
1.632224839580829325e+02,2.283083810135282476e+02,2.824450340242780726e+02,3.497630356036223702e+02,5.020293829678507791e+02
2.511259448080980761e+01,5.659466097656750350e+01,9.734664042843130005e+01,1.686314163793040564e+02,4.584143704354943338e+02
2.854862673483494717e+01,7.105227372703308220e+01,1.313625585268951852e+02,2.450969431765554418e+02,7.782431495195045272e+02
5.209977301943289518e+01,7.181769734884485956e+01,8.799741807406120131e+01,1.079183635848753795e+02,1.522753492084829929e+02
1.562302848357660991e+02,2.618540465648852660e+02,3.657707210987031203e+02,5.122476703453510254e+02,9.188494895086383849e+02
1.477283503193245373e+01,2.402571890784853537e+01,3.287816430715155036e+01,4.509411228170280594e+01,7.782199621422849134e+01
4.812135169373029875e+00,1.147173543252348438e+01,2.055239602430089718e+01,3.712460569774925290e+01,1.100821322751256020e+02
2.038443196830565398e+02,3.588614394373098548e+02,5.184832603076565647e+02,7.514758590479332270e+02,1.437617574058521086e+03
4.128560954092017710e+03,4.926066235300460903e+03,5.498314693017356149e+03,6.138399067519545497e+03,7.366456442969858472e+03
2.782617664378386166e+02,3.752954307996345733e+02,4.533196910554141823e+02,5.479813848314714733e+02,7.539203333622301670e+02
1.423119926561206228e+02,2.404789805713357396e+02,3.377928211943532233e+02,4.757566405196254209e+02,8.624618262825975989e+02
8.493882555218752373e+01,1.354671138611618915e+02,1.829401292600473994e+02,2.475595155147190667e+02,4.167947523659070725e+02
3.404123132105720515e+02,4.037777532010915138e+02,4.489966111721142852e+02,4.993812728730719073e+02,5.954839684632162289e+02
1.461458722377809920e+02,2.083310574347710258e+02,2.609728923905303759e+02,3.272811094503130107e+02,4.803752590322334299e+02
3.298513296604673428e+02,5.848314925458390690e+02,8.491206573810925420e+02,1.236855590168521758e+03,2.388649178323938486e+03
1.758902001469382359e+00,6.632439841421811977e+00,1.677772976960499562e+01,4.335139831254061704e+01,2.917300185639880397e+02
9.824181561736057233e+01,1.630327514251349044e+02,2.261915699510659579e+02,3.145951073174193198e+02,5.571212938974832696e+02
1.886070142423105835e+02,2.818862223374354699e+02,3.643968247319839406e+02,4.717548914874508341e+02,7.329093425748812933e+02
2.739076107555912358e+02,3.819744653467718081e+02,4.716096969238113275e+02,5.828413617115149918e+02,8.336180616332328555e+02
1.249103274455759527e+00,3.877389002022091802e+00,8.450921651678951818e+00,1.869491718098324995e+01,8.663475316742089660e+01
4.981011630624639253e+01,7.412662996077190769e+01,9.555059937294969075e+01,1.233441330647491725e+02,1.906312253621038622e+02
2.237762470531656049e+02,3.721066368101365924e+02,5.169710320425842838e+02,7.200265577084907136e+02,1.278416811544283973e+03
2.271539701189774860e+03,2.904407878257455195e+03,3.388670272675413344e+03,3.955590454353445239e+03,5.122088189709736071e+03
2.418308977370014361e+02,3.308673412769231845e+02,4.034203454883448785e+02,4.922985194394192945e+02,6.886212569701558550e+02
3.384136389608639206e+02,5.266613940118912751e+02,6.995486872451200497e+02,9.308904151344355569e+02,1.519942727108471445e+03
3.276812668175349330e+01,5.360796503893460851e+01,7.365548857434397689e+01,1.014352082191765874e+02,1.763764115602343736e+02
4.363114389616949893e+02,5.310930531846179292e+02,6.003776551251833098e+02,6.788954904448380603e+02,8.325732907760573198e+02
1.217446804865552394e+02,2.136663819298421458e+02,3.080477073417357587e+02,4.455080035634484261e+02,8.487948259695937168e+02
1.282371628376288299e+02,1.762104018343626137e+02,2.154594242512211508e+02,2.636803831138684018e+02,3.706877741682557712e+02
2.275919007332804966e+01,6.194692610932510490e+01,1.223473549801763909e+02,2.443806299802686794e+02,8.993874653422492429e+02
2.913593900017234617e+01,6.127684853885548222e+01,1.003028382326917409e+02,1.651392322557139209e+02,4.049012537177456466e+02
2.695217665267439315e+02,4.127785868639368232e+02,5.424032636397713532e+02,7.139352513595744085e+02,1.142814061919741562e+03
8.497542117133548345e+01,1.461165991280346930e+02,2.077144615988990211e+02,2.961301097016578865e+02,5.491856295139245958e+02
6.582827031088049452e+00,1.696627161439395337e+01,3.218370458613404850e+01,6.166043658205942535e+01,2.072244474576101254e+02
8.375066089153755666e-02,3.527955545618373101e-01,9.729106425909778144e-01,2.751993777545182152e+00,2.331527010626576057e+01
2.455721386058204700e+02,4.582018467584590553e+02,6.892743034702639306e+02,1.040957465676556239e+03,2.153971580467528383e+03
1.316774779698159364e+03,1.555671773961524423e+03,1.725523097676549924e+03,1.914287226439184906e+03,2.272915078002496557e+03
7.539346310024458830e+01,8.032167701935341597e+01,8.350433162263186659e+01,8.681382194284144305e+01,9.250546936517571339e+01
1.218430737897762413e+02,1.485430178426329348e+02,1.680887796144731965e+02,1.902620089174214968e+02,2.337282433359583536e+02
8.755260487579883488e+01,1.617760880109559025e+02,2.417119911903472200e+02,3.625175612048442417e+02,7.401976062539437180e+02
1.531758080550998500e+02,1.765311890971404978e+02,1.927577860377418517e+02,2.105029076464721527e+02,2.434046069559626631e+02
